LESOTHO,MOHALE'S HOEK,KETANE,HA 'META HA SEKHOLA
LESOTHO,THABA-TSEKA,MANTS'ONYANE,HA 'MIKHANE
LESOTHO,MAFETENG,KOLO,HA 'MIKIA
LESOTHO,LERIBE,MALIBA-MATSO,HA 'MIKIA HA MOAKHI
LESOTHO,LERIBE,MALIBA-MATSO,HA 'MIKIA MORENENG
LESOTHO,LERIBE,MALIBA-MATSO,HA 'MIKIA NTS'IRELE
LESOTHO,LERIBE,MALIBA-MATSO,HA 'MIKIA PANTENG HA RALITS'EPE
LESOTHO,MASERU,ROTHE,HA 'MILENG
LESOTHO,QUTHING,MT.MOOROSI,HA 'MOFA
LESOTHO,QUTHING,QHOALI,HA 'MOLOKI/HA LESALA
LESOTHO,MASERU,MALETSUNYANE,HA 'MOMONYANE
LESOTHO,BEREA,MALIMONG,HA 'MONA
LESOTHO,QUTHING,MT.MOOROSI,HA 'MONE
LESOTHO,BEREA,TSOANA-MAKHULO,HA 'MOSO
LESOTHO,QUTHING,SEBAPALA,HA 'MOSO
LESOTHO,MASERU,ROTHE,HA 'MOTA
LESOTHO,MAFETENG,MATELILE,HA 'MOTSI
LESOTHO,LERIBE,PEKA,HA 'MUSI
LESOTHO,MASERU,ROTHE,HA 'MUSI
LESOTHO,LERIBE,PEKA,HA 'MUSI HA MOFANA
LESOTHO,LERIBE,PEKA,HA 'MUSI MAJAKANENG
LESOTHO,LERIBE,PEKA,HA 'MUSI MAPONESENG
LESOTHO,LERIBE,PEKA,HA 'MUSI PULULU
LESOTHO,LERIBE,PEKA,HA 'MUSI SEKOTING
LESOTHO,LERIBE,PEKA,HA 'MUSI THOTENG
LESOTHO,MASERU,THABA-PUTSOA,HA 'MUSO
LESOTHO,MAFETENG,MALIEPETSANE,HA 'MUSO
LESOTHO,QUTHING,SEBAPALA,HA 'MUSO
LESOTHO,THABA-TSEKA,MANTS'ONYANE,HA 'MUSO
LESOTHO,MAFETENG,THABA-PHECHELA,HA 'MUSU
LESOTHO,THABA-TSEKA,MANTS'ONYANE,HA 'NATLA
LESOTHO,BOTHA-BOTHE,HOLOLO,HA 'NATLANE
LESOTHO,BEREA,MALIMONG,HA 'NEKO
